Year,LGA,Subgroup,Count
2014,Northern Grampians,B322 Non-residential non-aggravated burglary,6
2014,Pyrenees,B322 Non-residential non-aggravated burglary,15
2014,Southern Grampians,B322 Non-residential non-aggravated burglary,1
2014,Surf Coast,B322 Non-residential non-aggravated burglary,6
2014,Swan Hill,B322 Non-residential non-aggravated burglary,13
2014,Warrnambool,B322 Non-residential non-aggravated burglary,1
2014,Yarriambiack,B322 Non-residential non-aggravated burglary,4
2013,Brimbank,B322 Non-residential non-aggravated burglary,3
2013,Hobsons Bay,B322 Non-residential non-aggravated burglary,1
2013,Hume,B322 Non-residential non-aggravated burglary,7
2013,Maribyrnong,B322 Non-residential non-aggravated burglary,1
2013,Melton,B322 Non-residential non-aggravated burglary,5
2013,Merri-bek,B322 Non-residential non-aggravated burglary,2
2013,Nillumbik,B322 Non-residential non-aggravated burglary,2
2013,Whittlesea,B322 Non-residential non-aggravated burglary,1
2013,Wyndham,B322 Non-residential non-aggravated burglary,4
2013,Bass Coast,B322 Non-residential non-aggravated burglary,3
2013,Baw Baw,B322 Non-residential non-aggravated burglary,7
2013,Benalla,B322 Non-residential non-aggravated burglary,4
2013,East Gippsland,B312 Non-residential aggravated burglary,2
2013,East Gippsland,B322 Non-residential non-aggravated burglary,5
2013,Greater Shepparton,B322 Non-residential non-aggravated burglary,10
2013,Knox,B322 Non-residential non-aggravated burglary,2
2013,Latrobe,B322 Non-residential non-aggravated burglary,3
2013,Mansfield,B322 Non-residential non-aggravated burglary,2
2013,Maroondah,B322 Non-residential non-aggravated burglary,1
2013,Mitchell,B322 Non-residential non-aggravated burglary,5
2013,Moira,B322 Non-residential non-aggravated burglary,9
2013,Murrindindi,B322 Non-residential non-aggravated burglary,4
2013,South Gippsland,B322 Non-residential non-aggravated burglary,10
2013,Strathbogie,B322 Non-residential non-aggravated burglary,10
2013,Towong,B322 Non-residential non-aggravated burglary,2
2013,Wangaratta,B322 Non-residential non-aggravated burglary,4
2013,Wellington,B322 Non-residential non-aggravated burglary,5
2013,Yarra Ranges,B322 Non-residential non-aggravated burglary,7
2013,Bayside,B322 Non-residential non-aggravated burglary,1
2013,Cardinia,B322 Non-residential non-aggravated burglary,12
2013,Casey,B322 Non-residential non-aggravated burglary,6
2013,Frankston,B322 Non-residential non-aggravated burglary,1
2013,Greater Dandenong,B322 Non-residential non-aggravated burglary,2
2013,Kingston,B322 Non-residential non-aggravated burglary,2
2013,Mornington Peninsula,B322 Non-residential non-aggravated burglary,8
2013,Ararat,B322 Non-residential non-aggravated burglary,5
2013,Ballarat,B322 Non-residential non-aggravated burglary,3
2013,Buloke,B322 Non-residential non-aggravated burglary,3
2013,Campaspe,B322 Non-residential non-aggravated burglary,26
2013,Central Goldfields,B322 Non-residential non-aggravated burglary,2
2013,Colac-Otway,B322 Non-residential non-aggravated burglary,7
2013,Corangamite,B322 Non-residential non-aggravated burglary,6
2013,Gannawarra,B322 Non-residential non-aggravated burglary,2
2013,Glenelg,B322 Non-residential non-aggravated burglary,5
2013,Golden Plains,B322 Non-residential non-aggravated burglary,7
2013,Greater Bendigo,B322 Non-residential non-aggravated burglary,9
2013,Greater Geelong,B312 Non-residential aggravated burglary,1
2013,Greater Geelong,B322 Non-residential non-aggravated burglary,13
2013,Hepburn,B322 Non-residential non-aggravated burglary,2
2013,Horsham,B322 Non-residential non-aggravated burglary,3
2013,Loddon,B322 Non-residential non-aggravated burglary,1
2013,Macedon Ranges,B322 Non-residential non-aggravated burglary,6
2013,Mildura,B322 Non-residential non-aggravated burglary,15
2013,Moorabool,B322 Non-residential non-aggravated burglary,8
2013,Moyne,B322 Non-residential non-aggravated burglary,2
2013,Northern Grampians,B322 Non-residential non-aggravated burglary,5
2013,Pyrenees,B322 Non-residential non-aggravated burglary,11
2013,Southern Grampians,B322 Non-residential non-aggravated burglary,5
2013,Surf Coast,B322 Non-residential non-aggravated burglary,5
2013,Swan Hill,B322 Non-residential non-aggravated burglary,9
2013,Warrnambool,B322 Non-residential non-aggravated burglary,1
2013,Yarriambiack,B322 Non-residential non-aggravated burglary,1
